Total Pressure: 5.82 , Pressure 1: -7.27 , Pressure 2: 0.00 , Pressure 3: 11.64 , Pressure 4: 1.45 , Horizontal: 0.00 
Total Pressure: 794.36 , Pressure 1: 228.41 , Pressure 2: 141.12 , Pressure 3: 232.78 , Pressure 4: 192.04 , Horizontal: 0.02 
Total Pressure: 785.63 , Pressure 1: 222.59 , Pressure 2: 139.67 , Pressure 3: 234.23 , Pressure 4: 189.13 , Horizontal: 0.00 
Total Pressure: 785.63 , Pressure 1: 222.59 , Pressure 2: 133.85 , Pressure 3: 241.51 , Pressure 4: 187.68 , Horizontal: 0.00 
Total Pressure: 775.44 , Pressure 1: 221.14 , Pressure 2: 139.67 , Pressure 3: 225.50 , Pressure 4: 189.13 , Horizontal: -0.02 
Total Pressure: 791.45 , Pressure 1: 224.05 , Pressure 2: 132.39 , Pressure 3: 247.33 , Pressure 4: 187.68 , Horizontal: -0.02 
Total Pressure: 660.51 , Pressure 1: 187.68 , Pressure 2: 109.11 , Pressure 3: 212.41 , Pressure 4: 151.31 , Horizontal: 0.04 
Total Pressure: 149.85 , Pressure 1: 39.28 , Pressure 2: 20.37 , Pressure 3: 61.10 , Pressure 4: 29.10 , Horizontal: 0.01 
Total Pressure: 8.73 , Pressure 1: -1.45 , Pressure 2: 2.91 , Pressure 3: 4.36 , Pressure 4: 2.91 , Horizontal: 0.01 
Total Pressure: 11.64 , Pressure 1: 2.91 , Pressure 2: 4.36 , Pressure 3: 0.00 , Pressure 4: 4.36 , Horizontal: -0.01 
Total Pressure: 21.82 , Pressure 1: -2.91 , Pressure 2: 5.82 , Pressure 3: 16.00 , Pressure 4: 2.91 , Horizontal: -0.03 
Total Pressure: 18.91 , Pressure 1: 2.91 , Pressure 2: 0.00 , Pressure 3: 13.09 , Pressure 4: 2.91 , Horizontal: -0.03 
Total Pressure: 26.19 , Pressure 1: 5.82 , Pressure 2: 1.45 , Pressure 3: 14.55 , Pressure 4: 4.36 , Horizontal: 0.01 
Total Pressure: 53.83 , Pressure 1: 13.09 , Pressure 2: 5.82 , Pressure 3: 23.28 , Pressure 4: 11.64 , Horizontal: -0.01 
Total Pressure: 113.48 , Pressure 1: 33.46 , Pressure 2: 13.09 , Pressure 3: 43.65 , Pressure 4: 23.28 , Horizontal: 0.02 
Total Pressure: 206.59 , Pressure 1: 56.74 , Pressure 2: 24.73 , Pressure 3: 75.65 , Pressure 4: 49.47 , Horizontal: -0.03 
Total Pressure: 330.25 , Pressure 1: 96.02 , Pressure 2: 53.83 , Pressure 3: 94.57 , Pressure 4: 85.84 , Horizontal: -0.01 
Total Pressure: 480.11 , Pressure 1: 138.21 , Pressure 2: 81.47 , Pressure 3: 139.67 , Pressure 4: 120.75 , Horizontal: 0.00 
Total Pressure: 637.23 , Pressure 1: 186.22 , Pressure 2: 104.75 , Pressure 3: 190.59 , Pressure 4: 155.67 , Horizontal: -0.02 
Total Pressure: 788.54 , Pressure 1: 224.05 , Pressure 2: 136.76 , Pressure 3: 240.05 , Pressure 4: 187.68 , Horizontal: 0.00 
Total Pressure: 795.81 , Pressure 1: 229.87 , Pressure 2: 142.58 , Pressure 3: 235.69 , Pressure 4: 187.68 , Horizontal: -0.02 
Total Pressure: 794.36 , Pressure 1: 221.14 , Pressure 2: 138.21 , Pressure 3: 247.33 , Pressure 4: 187.68 , Horizontal: -0.03 
Total Pressure: 765.26 , Pressure 1: 221.14 , Pressure 2: 132.39 , Pressure 3: 225.50 , Pressure 4: 186.22 , Horizontal: 0.02 
Total Pressure: 797.27 , Pressure 1: 229.87 , Pressure 2: 133.85 , Pressure 3: 244.42 , Pressure 4: 189.13 , Horizontal: 0.03 
Total Pressure: 660.51 , Pressure 1: 187.68 , Pressure 2: 109.11 , Pressure 3: 213.87 , Pressure 4: 149.85 , Horizontal: 0.01 
Total Pressure: 128.03 , Pressure 1: 32.01 , Pressure 2: 17.46 , Pressure 3: 50.92 , Pressure 4: 27.64 , Horizontal: -0.01 
Total Pressure: 13.09 , Pressure 1: 1.45 , Pressure 2: 1.45 , Pressure 3: 2.91 , Pressure 4: 7.27 , Horizontal: 0.01 
Total Pressure: 1.45 , Pressure 1: -2.91 , Pressure 2: -1.45 , Pressure 3: 1.45 , Pressure 4: 4.36 , Horizontal: 0.03 
Total Pressure: -1.45 , Pressure 1: -1.45 , Pressure 2: 0.00 , Pressure 3: 0.00 , Pressure 4: 0.00 , Horizontal: -0.01 
Total Pressure: 5.82 , Pressure 1: -4.36 , Pressure 2: 4.36 , Pressure 3: 4.36 , Pressure 4: 1.45 , Horizontal: 0.02 
Total Pressure: 18.91 , Pressure 1: -2.91 , Pressure 2: 2.91 , Pressure 3: 14.55 , Pressure 4: 4.36 , Horizontal: -0.02 
Total Pressure: 17.46 , Pressure 1: 1.45 , Pressure 2: 1.45 , Pressure 3: 7.27 , Pressure 4: 7.27 , Horizontal: 0.02 
Total Pressure: 68.38 , Pressure 1: 13.09 , Pressure 2: 5.82 , Pressure 3: 32.01 , Pressure 4: 17.46 , Horizontal: 0.03 
Total Pressure: 132.39 , Pressure 1: 37.83 , Pressure 2: 21.82 , Pressure 3: 42.19 , Pressure 4: 30.55 , Horizontal: -0.04 
Total Pressure: 210.96 , Pressure 1: 55.28 , Pressure 2: 29.10 , Pressure 3: 78.56 , Pressure 4: 48.01 , Horizontal: 0.00 
Total Pressure: 320.07 , Pressure 1: 93.11 , Pressure 2: 46.56 , Pressure 3: 100.39 , Pressure 4: 80.02 , Horizontal: 0.00 
Total Pressure: 451.01 , Pressure 1: 129.48 , Pressure 2: 72.74 , Pressure 3: 139.67 , Pressure 4: 109.11 , Horizontal: -0.02 
Total Pressure: 600.86 , Pressure 1: 176.04 , Pressure 2: 97.48 , Pressure 3: 183.31 , Pressure 4: 144.03 , Horizontal: 0.03 
Total Pressure: 692.52 , Pressure 1: 199.32 , Pressure 2: 120.75 , Pressure 3: 203.68 , Pressure 4: 168.76 , Horizontal: -0.01 
Total Pressure: 736.16 , Pressure 1: 212.41 , Pressure 2: 128.03 , Pressure 3: 219.68 , Pressure 4: 176.04 , Horizontal: 0.01 
Total Pressure: 749.26 , Pressure 1: 206.59 , Pressure 2: 126.57 , Pressure 3: 238.60 , Pressure 4: 177.49 , Horizontal: -0.01 
Total Pressure: 750.71 , Pressure 1: 208.05 , Pressure 2: 129.48 , Pressure 3: 240.05 , Pressure 4: 173.13 , Horizontal: -0.02 
Total Pressure: 744.89 , Pressure 1: 206.59 , Pressure 2: 122.21 , Pressure 3: 238.60 , Pressure 4: 177.49 , Horizontal: 0.02 
Total Pressure: 600.86 , Pressure 1: 171.67 , Pressure 2: 97.48 , Pressure 3: 192.04 , Pressure 4: 139.67 , Horizontal: -0.01 
Total Pressure: 138.21 , Pressure 1: 27.64 , Pressure 2: 17.46 , Pressure 3: 61.10 , Pressure 4: 32.01 , Horizontal: -0.01 
Total Pressure: 18.91 , Pressure 1: 2.91 , Pressure 2: 2.91 , Pressure 3: 7.27 , Pressure 4: 5.82 , Horizontal: -0.01 
Total Pressure: 4.36 , Pressure 1: -2.91 , Pressure 2: 0.00 , Pressure 3: 7.27 , Pressure 4: 0.00 , Horizontal: 0.02 
Total Pressure: 8.73 , Pressure 1: -4.36 , Pressure 2: -1.45 , Pressure 3: 7.27 , Pressure 4: 7.27 , Horizontal: 0.01 
Total Pressure: 49.47 , Pressure 1: 7.27 , Pressure 2: 5.82 , Pressure 3: 18.91 , Pressure 4: 17.46 , Horizontal: 0.03 
Total Pressure: 149.85 , Pressure 1: 45.10 , Pressure 2: 21.82 , Pressure 3: 46.56 , Pressure 4: 36.37 , Horizontal: -0.03 
Total Pressure: 266.24 , Pressure 1: 75.65 , Pressure 2: 40.74 , Pressure 3: 85.84 , Pressure 4: 64.01 , Horizontal: -0.01 
Total Pressure: 445.19 , Pressure 1: 133.85 , Pressure 2: 65.47 , Pressure 3: 133.85 , Pressure 4: 112.02 , Horizontal: 0.02 
Total Pressure: 653.23 , Pressure 1: 190.59 , Pressure 2: 112.02 , Pressure 3: 186.22 , Pressure 4: 164.40 , Horizontal: 0.02 
Total Pressure: 820.54 , Pressure 1: 225.50 , Pressure 2: 141.12 , Pressure 3: 251.69 , Pressure 4: 202.23 , Horizontal: 0.03 
Total Pressure: 838.00 , Pressure 1: 235.69 , Pressure 2: 146.94 , Pressure 3: 256.06 , Pressure 4: 199.32 , Horizontal: 0.01 
Total Pressure: 820.54 , Pressure 1: 237.14 , Pressure 2: 144.03 , Pressure 3: 238.60 , Pressure 4: 200.77 , Horizontal: -0.01 
Total Pressure: 840.91 , Pressure 1: 235.69 , Pressure 2: 144.03 , Pressure 3: 258.97 , Pressure 4: 202.23 , Horizontal: 0.02 
Total Pressure: 806.00 , Pressure 1: 229.87 , Pressure 2: 144.03 , Pressure 3: 235.69 , Pressure 4: 196.41 , Horizontal: 0.00 
Total Pressure: 810.36 , Pressure 1: 229.87 , Pressure 2: 141.12 , Pressure 3: 238.60 , Pressure 4: 200.77 , Horizontal: -0.03 
Total Pressure: 813.27 , Pressure 1: 226.96 , Pressure 2: 141.12 , Pressure 3: 245.87 , Pressure 4: 199.32 , Horizontal: -0.01 
Total Pressure: 807.45 , Pressure 1: 225.50 , Pressure 2: 139.67 , Pressure 3: 242.96 , Pressure 4: 199.32 , Horizontal: 0.01 
Total Pressure: 340.44 , Pressure 1: 96.02 , Pressure 2: 48.01 , Pressure 3: 120.75 , Pressure 4: 75.65 , Horizontal: -0.02 
Total Pressure: 49.47 , Pressure 1: 14.55 , Pressure 2: 5.82 , Pressure 3: 17.46 , Pressure 4: 11.64 , Horizontal: 0.01 
Total Pressure: 20.37 , Pressure 1: 2.91 , Pressure 2: 0.00 , Pressure 3: 16.00 , Pressure 4: 1.45 , Horizontal: -0.02 
Total Pressure: 1.45 , Pressure 1: 2.91 , Pressure 2: -2.91 , Pressure 3: 0.00 , Pressure 4: 1.45 , Horizontal: -0.02 
Total Pressure: -1.45 , Pressure 1: 0.00 , Pressure 2: -1.45 , Pressure 3: 0.00 , Pressure 4: 0.00 , Horizontal: -0.03 
Total Pressure: 17.46 , Pressure 1: -1.45 , Pressure 2: 2.91 , Pressure 3: 10.18 , Pressure 4: 5.82 , Horizontal: -0.03 
Total Pressure: 71.29 , Pressure 1: 10.18 , Pressure 2: 8.73 , Pressure 3: 32.01 , Pressure 4: 20.37 , Horizontal: 0.00 
Total Pressure: 164.40 , Pressure 1: 46.56 , Pressure 2: 26.19 , Pressure 3: 52.38 , Pressure 4: 39.28 , Horizontal: 0.00 
Total Pressure: 290.97 , Pressure 1: 85.84 , Pressure 2: 42.19 , Pressure 3: 97.48 , Pressure 4: 65.47 , Horizontal: -0.01 
Total Pressure: 443.73 , Pressure 1: 135.30 , Pressure 2: 71.29 , Pressure 3: 128.03 , Pressure 4: 109.11 , Horizontal: 0.01 
Total Pressure: 539.76 , Pressure 1: 168.76 , Pressure 2: 91.66 , Pressure 3: 154.22 , Pressure 4: 125.12 , Horizontal: -0.02 
Total Pressure: 542.66 , Pressure 1: 164.40 , Pressure 2: 85.84 , Pressure 3: 170.22 , Pressure 4: 122.21 , Horizontal: 0.03 
Total Pressure: 532.48 , Pressure 1: 165.85 , Pressure 2: 84.38 , Pressure 3: 160.04 , Pressure 4: 122.21 , Horizontal: -0.01 
Total Pressure: 545.57 , Pressure 1: 170.22 , Pressure 2: 87.29 , Pressure 3: 164.40 , Pressure 4: 123.66 , Horizontal: 0.00 
Total Pressure: 544.12 , Pressure 1: 170.22 , Pressure 2: 84.38 , Pressure 3: 168.76 , Pressure 4: 120.75 , Horizontal: 0.00 
Total Pressure: 539.76 , Pressure 1: 171.67 , Pressure 2: 87.29 , Pressure 3: 157.13 , Pressure 4: 123.66 , Horizontal: -0.01 
Total Pressure: 523.75 , Pressure 1: 167.31 , Pressure 2: 82.93 , Pressure 3: 151.31 , Pressure 4: 122.21 , Horizontal: -0.02 
Total Pressure: 531.03 , Pressure 1: 165.85 , Pressure 2: 88.75 , Pressure 3: 152.76 , Pressure 4: 123.66 , Horizontal: 0.01 
Total Pressure: 522.30 , Pressure 1: 168.76 , Pressure 2: 81.47 , Pressure 3: 151.31 , Pressure 4: 120.75 , Horizontal: -0.01 
Total Pressure: 533.94 , Pressure 1: 161.49 , Pressure 2: 87.29 , Pressure 3: 162.94 , Pressure 4: 122.21 , Horizontal: 0.00 
Total Pressure: 472.83 , Pressure 1: 141.12 , Pressure 2: 77.11 , Pressure 3: 151.31 , Pressure 4: 103.30 , Horizontal: -0.02 
Total Pressure: 128.03 , Pressure 1: 30.55 , Pressure 2: 17.46 , Pressure 3: 55.28 , Pressure 4: 24.73 , Horizontal: -0.01 
Total Pressure: 23.28 , Pressure 1: 2.91 , Pressure 2: -1.45 , Pressure 3: 18.91 , Pressure 4: 2.91 , Horizontal: -0.02 
Total Pressure: 10.18 , Pressure 1: 2.91 , Pressure 2: 5.82 , Pressure 3: 1.45 , Pressure 4: 0.00 , Horizontal: 0.01 
Total Pressure: 23.28 , Pressure 1: 5.82 , Pressure 2: -1.45 , Pressure 3: 14.55 , Pressure 4: 4.36 , Horizontal: 0.03 
Total Pressure: 45.10 , Pressure 1: 13.09 , Pressure 2: 5.82 , Pressure 3: 14.55 , Pressure 4: 11.64 , Horizontal: 0.01 
Total Pressure: 103.30 , Pressure 1: 24.73 , Pressure 2: 17.46 , Pressure 3: 36.37 , Pressure 4: 24.73 , Horizontal: 0.02 
Total Pressure: 218.23 , Pressure 1: 68.38 , Pressure 2: 29.10 , Pressure 3: 72.74 , Pressure 4: 48.01 , Horizontal: 0.02 
Total Pressure: 365.17 , Pressure 1: 116.39 , Pressure 2: 53.83 , Pressure 3: 113.48 , Pressure 4: 81.47 , Horizontal: 0.02 
Total Pressure: 535.39 , Pressure 1: 164.40 , Pressure 2: 88.75 , Pressure 3: 160.04 , Pressure 4: 122.21 , Horizontal: -0.01 
Total Pressure: 625.59 , Pressure 1: 184.77 , Pressure 2: 104.75 , Pressure 3: 190.59 , Pressure 4: 145.49 , Horizontal: 0.00 
Total Pressure: 631.41 , Pressure 1: 193.50 , Pressure 2: 110.57 , Pressure 3: 184.77 , Pressure 4: 142.58 , Horizontal: -0.03 
Total Pressure: 637.23 , Pressure 1: 192.04 , Pressure 2: 109.11 , Pressure 3: 196.41 , Pressure 4: 139.67 , Horizontal: 0.01 
Total Pressure: 632.87 , Pressure 1: 187.68 , Pressure 2: 107.66 , Pressure 3: 196.41 , Pressure 4: 141.12 , Horizontal: 0.03 
Total Pressure: 627.05 , Pressure 1: 193.50 , Pressure 2: 104.75 , Pressure 3: 187.68 , Pressure 4: 141.12 , Horizontal: -0.03 
Total Pressure: 634.32 , Pressure 1: 187.68 , Pressure 2: 107.66 , Pressure 3: 199.32 , Pressure 4: 139.67 , Horizontal: 0.01 
Total Pressure: 631.41 , Pressure 1: 189.13 , Pressure 2: 106.21 , Pressure 3: 194.95 , Pressure 4: 141.12 , Horizontal: 0.01 
Total Pressure: 547.03 , Pressure 1: 170.22 , Pressure 2: 93.11 , Pressure 3: 164.40 , Pressure 4: 119.30 , Horizontal: 0.01 
Total Pressure: 110.57 , Pressure 1: 26.19 , Pressure 2: 16.00 , Pressure 3: 46.56 , Pressure 4: 21.82 , Horizontal: -0.01 
Total Pressure: 30.55 , Pressure 1: 0.00 , Pressure 2: 2.91 , Pressure 3: 21.82 , Pressure 4: 5.82 , Horizontal: 0.01 
Total Pressure: 21.82 , Pressure 1: 7.27 , Pressure 2: 1.45 , Pressure 3: 11.64 , Pressure 4: 1.45 , Horizontal: 0.00 
Total Pressure: 13.09 , Pressure 1: -4.36 , Pressure 2: -1.45 , Pressure 3: 14.55 , Pressure 4: 4.36 , Horizontal: -0.02 
Total Pressure: 4.36 , Pressure 1: 4.36 , Pressure 2: 0.00 , Pressure 3: 0.00 , Pressure 4: 0.00 , Horizontal: -0.02 
Total Pressure: 14.55 , Pressure 1: 2.91 , Pressure 2: 1.45 , Pressure 3: 5.82 , Pressure 4: 4.36 , Horizontal: -0.01 
Total Pressure: 10.18 , Pressure 1: 4.36 , Pressure 2: 2.91 , Pressure 3: 2.91 , Pressure 4: 0.00 , Horizontal: -0.01 
Total Pressure: 36.37 , Pressure 1: 4.36 , Pressure 2: 1.45 , Pressure 3: 21.82 , Pressure 4: 8.73 , Horizontal: -0.01 
Total Pressure: 66.92 , Pressure 1: 18.91 , Pressure 2: 13.09 , Pressure 3: 18.91 , Pressure 4: 16.00 , Horizontal: 0.01 
Total Pressure: 151.31 , Pressure 1: 45.10 , Pressure 2: 23.28 , Pressure 3: 46.56 , Pressure 4: 36.37 , Horizontal: 0.01 
Total Pressure: 276.42 , Pressure 1: 81.47 , Pressure 2: 36.37 , Pressure 3: 97.48 , Pressure 4: 61.10 , Horizontal: 0.01 
Total Pressure: 397.18 , Pressure 1: 125.12 , Pressure 2: 58.19 , Pressure 3: 125.12 , Pressure 4: 88.75 , Horizontal: -0.02 
Total Pressure: 565.94 , Pressure 1: 162.94 , Pressure 2: 91.66 , Pressure 3: 176.04 , Pressure 4: 135.30 , Horizontal: 0.03 
Total Pressure: 631.41 , Pressure 1: 184.77 , Pressure 2: 107.66 , Pressure 3: 184.77 , Pressure 4: 154.22 , Horizontal: 0.03 
Total Pressure: 736.16 , Pressure 1: 221.14 , Pressure 2: 125.12 , Pressure 3: 210.96 , Pressure 4: 178.95 , Horizontal: -0.02 
Total Pressure: 730.34 , Pressure 1: 216.77 , Pressure 2: 126.57 , Pressure 3: 206.59 , Pressure 4: 180.40 , Horizontal: 0.00 
Total Pressure: 746.35 , Pressure 1: 218.23 , Pressure 2: 129.48 , Pressure 3: 219.68 , Pressure 4: 178.95 , Horizontal: 0.01 
Total Pressure: 723.07 , Pressure 1: 213.87 , Pressure 2: 125.12 , Pressure 3: 205.14 , Pressure 4: 178.95 , Horizontal: 0.00 
Total Pressure: 229.87 , Pressure 1: 64.01 , Pressure 2: 29.10 , Pressure 3: 88.75 , Pressure 4: 48.01 , Horizontal: 0.01 
Total Pressure: 29.10 , Pressure 1: 8.73 , Pressure 2: 1.45 , Pressure 3: 8.73 , Pressure 4: 10.18 , Horizontal: -0.03 
Total Pressure: 27.64 , Pressure 1: -1.45 , Pressure 2: 5.82 , Pressure 3: 18.91 , Pressure 4: 4.36 , Horizontal: 0.01 
Total Pressure: 17.46 , Pressure 1: 0.00 , Pressure 2: 4.36 , Pressure 3: 11.64 , Pressure 4: 1.45 , Horizontal: 0.03 
Total Pressure: 5.82 , Pressure 1: -2.91 , Pressure 2: 4.36 , Pressure 3: 0.00 , Pressure 4: 4.36 , Horizontal: 0.00 
Total Pressure: 16.00 , Pressure 1: 2.91 , Pressure 2: -1.45 , Pressure 3: 13.09 , Pressure 4: 1.45 , Horizontal: -0.01 
Total Pressure: 8.73 , Pressure 1: 4.36 , Pressure 2: 4.36 , Pressure 3: 0.00 , Pressure 4: 0.00 , Horizontal: -0.01 
Total Pressure: 0.00 , Pressure 1: -1.45 , Pressure 2: 0.00 , Pressure 3: 0.00 , Pressure 4: 1.45 , Horizontal: 0.00 
Total Pressure: 23.28 , Pressure 1: 0.00 , Pressure 2: 0.00 , Pressure 3: 17.46 , Pressure 4: 5.82 , Horizontal: -0.01 
Total Pressure: 46.56 , Pressure 1: 2.91 , Pressure 2: 2.91 , Pressure 3: 27.64 , Pressure 4: 13.09 , Horizontal: 0.00 
Total Pressure: 91.66 , Pressure 1: 23.28 , Pressure 2: 13.09 , Pressure 3: 30.55 , Pressure 4: 24.73 , Horizontal: 0.01 
Total Pressure: 173.13 , Pressure 1: 50.92 , Pressure 2: 26.19 , Pressure 3: 52.38 , Pressure 4: 43.65 , Horizontal: 0.03 
Total Pressure: 254.60 , Pressure 1: 82.93 , Pressure 2: 36.37 , Pressure 3: 77.11 , Pressure 4: 58.19 , Horizontal: 0.01 
Total Pressure: 340.44 , Pressure 1: 101.84 , Pressure 2: 52.38 , Pressure 3: 103.30 , Pressure 4: 82.93 , Horizontal: -0.03 
Total Pressure: 429.19 , Pressure 1: 138.21 , Pressure 2: 66.92 , Pressure 3: 129.48 , Pressure 4: 94.57 , Horizontal: 0.00 
Total Pressure: 490.29 , Pressure 1: 152.76 , Pressure 2: 77.11 , Pressure 3: 142.58 , Pressure 4: 117.84 , Horizontal: -0.01 
Total Pressure: 544.12 , Pressure 1: 170.22 , Pressure 2: 85.84 , Pressure 3: 157.13 , Pressure 4: 130.94 , Horizontal: 0.00 
Total Pressure: 544.12 , Pressure 1: 167.31 , Pressure 2: 88.75 , Pressure 3: 158.58 , Pressure 4: 129.48 , Horizontal: 0.00 
Total Pressure: 650.32 , Pressure 1: 187.68 , Pressure 2: 112.02 , Pressure 3: 196.41 , Pressure 4: 154.22 , Horizontal: -0.03 
Total Pressure: 645.96 , Pressure 1: 189.13 , Pressure 2: 109.11 , Pressure 3: 189.13 , Pressure 4: 158.58 , Horizontal: -0.03 
Total Pressure: 632.87 , Pressure 1: 186.22 , Pressure 2: 109.11 , Pressure 3: 178.95 , Pressure 4: 158.58 , Horizontal: 0.04 
Total Pressure: 632.87 , Pressure 1: 187.68 , Pressure 2: 107.66 , Pressure 3: 178.95 , Pressure 4: 158.58 , Horizontal: 0.01 
Total Pressure: 579.04 , Pressure 1: 174.58 , Pressure 2: 100.39 , Pressure 3: 168.76 , Pressure 4: 135.30 , Horizontal: 0.02 
Total Pressure: 110.57 , Pressure 1: 27.64 , Pressure 2: 21.82 , Pressure 3: 39.28 , Pressure 4: 21.82 , Horizontal: -0.01 
Total Pressure: 13.09 , Pressure 1: 0.00 , Pressure 2: 4.36 , Pressure 3: 2.91 , Pressure 4: 5.82 , Horizontal: 0.01 
Total Pressure: 11.64 , Pressure 1: -4.36 , Pressure 2: -2.91 , Pressure 3: 14.55 , Pressure 4: 4.36 , Horizontal: 0.02 
Total Pressure: 8.73 , Pressure 1: 0.00 , Pressure 2: -1.45 , Pressure 3: 7.27 , Pressure 4: 2.91 , Horizontal: 0.00 
Total Pressure: 18.91 , Pressure 1: -4.36 , Pressure 2: 1.45 , Pressure 3: 17.46 , Pressure 4: 4.36 , Horizontal: 0.00 
Total Pressure: -1.45 , Pressure 1: -5.82 , Pressure 2: 1.45 , Pressure 3: 0.00 , Pressure 4: 2.91 , Horizontal: 0.00 
Total Pressure: 17.46 , Pressure 1: 1.45 , Pressure 2: 2.91 , Pressure 3: 11.64 , Pressure 4: 1.45 , Horizontal: -0.01 
Total Pressure: 4.36 , Pressure 1: 0.00 , Pressure 2: 0.00 , Pressure 3: 0.00 , Pressure 4: 4.36 , Horizontal: -0.03 
Total Pressure: -1.45 , Pressure 1: -1.45 , Pressure 2: 0.00 , Pressure 3: 0.00 , Pressure 4: 0.00 , Horizontal: 0.01 
Total Pressure: 17.46 , Pressure 1: -1.45 , Pressure 2: 0.00 , Pressure 3: 14.55 , Pressure 4: 4.36 , Horizontal: -0.01 
Total Pressure: -2.91 , Pressure 1: -4.36 , Pressure 2: 1.45 , Pressure 3: 0.00 , Pressure 4: 0.00 , Horizontal: -0.01 
Total Pressure: 29.10 , Pressure 1: 2.91 , Pressure 2: 2.91 , Pressure 3: 11.64 , Pressure 4: 11.64 , Horizontal: -0.02 
Total Pressure: 93.11 , Pressure 1: 26.19 , Pressure 2: 16.00 , Pressure 3: 27.64 , Pressure 4: 23.28 , Horizontal: 0.02 
Total Pressure: 170.22 , Pressure 1: 50.92 , Pressure 2: 26.19 , Pressure 3: 50.92 , Pressure 4: 42.19 , Horizontal: 0.01 
Total Pressure: 245.87 , Pressure 1: 77.11 , Pressure 2: 37.83 , Pressure 3: 74.20 , Pressure 4: 56.74 , Horizontal: 0.01 
Total Pressure: 378.27 , Pressure 1: 114.93 , Pressure 2: 56.74 , Pressure 3: 122.21 , Pressure 4: 84.38 , Horizontal: 0.00 
Total Pressure: 526.66 , Pressure 1: 152.76 , Pressure 2: 85.84 , Pressure 3: 160.04 , Pressure 4: 128.03 , Horizontal: 0.00 
Total Pressure: 597.95 , Pressure 1: 176.04 , Pressure 2: 94.57 , Pressure 3: 178.95 , Pressure 4: 148.40 , Horizontal: -0.01 
Total Pressure: 606.68 , Pressure 1: 183.31 , Pressure 2: 96.02 , Pressure 3: 177.49 , Pressure 4: 149.85 , Horizontal: -0.01 
Total Pressure: 611.04 , Pressure 1: 178.95 , Pressure 2: 97.48 , Pressure 3: 189.13 , Pressure 4: 145.49 , Horizontal: -0.01 
Total Pressure: 609.59 , Pressure 1: 176.04 , Pressure 2: 98.93 , Pressure 3: 192.04 , Pressure 4: 142.58 , Horizontal: -0.03 
Total Pressure: 602.31 , Pressure 1: 178.95 , Pressure 2: 97.48 , Pressure 3: 178.95 , Pressure 4: 146.94 , Horizontal: -0.01 
Total Pressure: 446.64 , Pressure 1: 130.94 , Pressure 2: 68.38 , Pressure 3: 148.40 , Pressure 4: 98.93 , Horizontal: -0.01 
Total Pressure: 82.93 , Pressure 1: 18.91 , Pressure 2: 10.18 , Pressure 3: 37.83 , Pressure 4: 16.00 , Horizontal: 0.01 
Total Pressure: 7.27 , Pressure 1: 0.00 , Pressure 2: 2.91 , Pressure 3: 0.00 , Pressure 4: 4.36 , Horizontal: -0.03 
Total Pressure: 11.64 , Pressure 1: 2.91 , Pressure 2: 4.36 , Pressure 3: 1.45 , Pressure 4: 2.91 , Horizontal: 0.00 
Total Pressure: 0.00 , Pressure 1: -5.82 , Pressure 2: 2.91 , Pressure 3: 0.00 , Pressure 4: 2.91 , Horizontal: 0.03 
Total Pressure: -2.91 , Pressure 1: -4.36 , Pressure 2: 1.45 , Pressure 3: 0.00 , Pressure 4: 0.00 , Horizontal: -0.01 
Total Pressure: 2.91 , Pressure 1: -5.82 , Pressure 2: 4.36 , Pressure 3: 0.00 , Pressure 4: 4.36 , Horizontal: -0.02 
Total Pressure: -2.91 , Pressure 1: -5.82 , Pressure 2: 0.00 , Pressure 3: 0.00 , Pressure 4: 2.91 , Horizontal: -0.01 
Total Pressure: 13.09 , Pressure 1: -4.36 , Pressure 2: -1.45 , Pressure 3: 18.91 , Pressure 4: 0.00 , Horizontal: 0.03 
Total Pressure: -1.45 , Pressure 1: -1.45 , Pressure 2: -2.91 , Pressure 3: 0.00 , Pressure 4: 2.91 , Horizontal: -0.01 
Total Pressure: 4.36 , Pressure 1: 0.00 , Pressure 2: 1.45 , Pressure 3: 0.00 , Pressure 4: 2.91 , Horizontal: -0.03 
Total Pressure: 5.82 , Pressure 1: 0.00 , Pressure 2: 1.45 , Pressure 3: 4.36 , Pressure 4: 0.00 , Horizontal: -0.01 
Total Pressure: 34.92 , Pressure 1: 2.91 , Pressure 2: 4.36 , Pressure 3: 20.37 , Pressure 4: 7.27 , Horizontal: 0.00 
Total Pressure: 65.47 , Pressure 1: 17.46 , Pressure 2: 8.73 , Pressure 3: 21.82 , Pressure 4: 17.46 , Horizontal: 0.01 
Total Pressure: 129.48 , Pressure 1: 33.46 , Pressure 2: 14.55 , Pressure 3: 49.47 , Pressure 4: 32.01 , Horizontal: 0.00 
Total Pressure: 215.32 , Pressure 1: 59.65 , Pressure 2: 30.55 , Pressure 3: 71.29 , Pressure 4: 53.83 , Horizontal: 0.03 
Total Pressure: 304.07 , Pressure 1: 94.57 , Pressure 2: 46.56 , Pressure 3: 90.20 , Pressure 4: 72.74 , Horizontal: -0.01 
Total Pressure: 397.18 , Pressure 1: 120.75 , Pressure 2: 66.92 , Pressure 3: 114.93 , Pressure 4: 94.57 , Horizontal: 0.03 
Total Pressure: 424.82 , Pressure 1: 125.12 , Pressure 2: 65.47 , Pressure 3: 138.21 , Pressure 4: 96.02 , Horizontal: -0.01 
